echo sha,contributor,date,message
f533614e8,Adrien Cassagne,Tue Sep 26 22:01:13 2017 +0200,Fix the SISO decoding in the generic BCJR.
ebdc26c2b,Adrien Cassagne,Tue Sep 26 21:40:43 2017 +0200,Simplify the encoding buffered mode for the RSC and the Turbo codes.
be4bf0489,Adrien Cassagne,Tue Sep 26 12:45:40 2017 +0200,Merge some features between BFER and EXIT simus.
a854afc1d,Adrien Cassagne,Tue Sep 26 12:45:07 2017 +0200,Add a sub encoding function more generic in the RSC encoder.
1cda29a5a,Adrien Cassagne,Fri Sep 22 21:22:23 2017 +0200,Update EXIT simulation with the new Module/Process/Socket.
89071a7b0,Olivier HARTMANN,Fri Sep 22 10:24:49 2017 +0200,Merge branch 'master' into OOK_mdm
5af5bfca3,Olivier HARTMANN,Fri Sep 22 10:24:36 2017 +0200,Complete the DVBS2 encoder constants to the whole possible DVBS2 codes
4819555d8,Adrien Cassagne,Thu Sep 21 11:19:18 2017 +0200,Fix RSC launcher and adapt quantif for RSC and RSC_DB simus.
e7a856ffa,Adrien Cassagne,Thu Sep 21 10:17:56 2017 +0200,Fix the n0 computation in the SCMA (when sigma changes).
a08203f48,Adrien Cassagne,Thu Sep 21 10:17:02 2017 +0200,Improve the debug mode by displaying frame by frame.
e7034ccb6,Adrien Cassagne,Thu Sep 21 10:16:30 2017 +0200,Do not display max in the modem headers when not needed.
2f5ceaaa6,Adrien Cassagne,Thu Sep 21 10:15:41 2017 +0200,Fix display bug in turbo decoder headers.
70b6b5edb,Adrien Cassagne,Tue Sep 19 16:25:33 2017 +0200,Fix a div by 0 in the EXIT launcher.
49e5e1e73,Adrien Cassagne,Tue Sep 19 15:57:45 2017 +0200,Manage Codec with or without the puncturer.
6d09dacfa,Adrien Cassagne,Tue Sep 19 14:33:06 2017 +0200,Display the codec info in the header.
0b22f8e5f,Adrien Cassagne,Tue Sep 19 14:20:26 2017 +0200,Fix rep buffered param.
643cccdce,Adrien Cassagne,Tue Sep 19 14:08:16 2017 +0200,Fix turbo DB itl param.
20bee9c79,Adrien Cassagne,Tue Sep 19 13:24:47 2017 +0200,Fix argument reader bad arguments detection.
40b674d30,Adrien Cassagne,Tue Sep 19 13:24:13 2017 +0200,Fix bad simu name.
e2f78f757,Olivier HARTMANN,Mon Sep 18 10:54:50 2017 +0200,Change Noise generator to include a noise mean parameter
6e8729a84,Olivier HARTMANN,Mon Sep 18 10:46:58 2017 +0200,Change Channel RAYLEIGH USER to inherit directly from Channel. Add gain directly from file; Correct channel factory
f7e54a61a,Olivier HARTMANN,Fri Sep 15 15:22:04 2017 +0200,Set gallois function private
35883e65e,Olivier HARTMANN,Fri Sep 15 12:34:24 2017 +0200,Change access right to attributes from private to protected
6e5e27535,Olivier HARTMANN,Fri Sep 15 12:21:45 2017 +0200,Update aff3ct.hpp
ea5e4b7ec,Adrien Cassagne,Thu Sep 14 15:02:22 2017 +0200,Fix polar parameters.
151917cbd,Adrien Cassagne,Thu Sep 14 15:02:01 2017 +0200,Fix bad group args storage.
f5525a46f,Adrien Cassagne,Thu Sep 14 12:24:38 2017 +0200,Huge refacto: improve the genericity of the factories, launchers, and simus + speedup the compilation time.
de2284ef4,Olivier HARTMANN,Wed Sep 13 16:17:28 2017 +0200,Cosmetics
1672d51fa,Olivier HARTMANN,Wed Sep 13 09:58:32 2017 +0200,Set back the OOK demodulation to inversed LLR arbitrarily set to >0 -> 0 and <0 -> 1
125cad0d8,Olivier HARTMANN,Tue Sep 12 16:46:28 2017 +0200,Design a Rayleigh channel getting its attenuation gain from a file
0b5ae4378,Olivier HARTMANN,Tue Sep 12 14:32:07 2017 +0200,Design the OOK modem
b754da90e,Olivier HARTMANN,Fri Sep 8 10:20:22 2017 +0200,update aff3ct.hpp
5309e222c,Olivier HARTMANN,Fri Sep 8 10:13:36 2017 +0200,Add a column_row interleaver (written column by column, read row by row) in opposition to the row_column interleaver (written row by row, read column by column)
b61baea24,Adrien Cassagne,Mon Aug 28 09:29:51 2017 +0200,Add a monitor for the EXIT simulation.
845aaa64b,Adrien Cassagne,Fri Aug 25 15:16:58 2017 +0200,Improve the EXIT simu.
b65aad919,Adrien Cassagne,Fri Aug 25 10:34:12 2017 +0200,Clean code.
7d5aea1fa,Adrien Cassagne,Fri Aug 25 10:33:58 2017 +0200,Use a virtual base for the decoders.
f6baf99dd,Adrien Cassagne,Thu Aug 24 17:31:00 2017 +0200,Add a CRC as a stop criterion in the BFERI simu.
690be6b87,Adrien Cassagne,Wed Aug 23 11:51:27 2017 +0200,Refacto the codecs: now a Codec is also a module.
6a1e25aed,Romain Tajan,Thu Aug 17 17:04:14 2017 +0200,Merge branch 'master' of gitlab.inria.fr:fec/aff3ct
28e50d7c5,Romain Tajan,Thu Aug 17 16:52:24 2017 +0200,Modification for handling real/complex modulations.
ef8db3979,Romain Tajan,Thu Aug 17 16:51:26 2017 +0200,Modification of the modulation energy after normalization.
acd1cfa78,Romain Tajan,Thu Aug 17 16:45:02 2017 +0200,Factor 2 for real modulations.
98b2a7e04,Adrien Cassagne,Thu Aug 17 09:27:25 2017 +0200,Implement the BFERI simu with the new binding.
6632390ae,Adrien Cassagne,Wed Aug 16 19:25:15 2017 +0200,Refacto the interleavers.
9ba50bd6d,Adrien Cassagne,Wed Aug 16 13:57:58 2017 +0200,Put a '#' before the lines.
83e4c032e,Adrien Cassagne,Wed Aug 16 13:40:24 2017 +0200,Add debug mode and statistics to the new modules binding code.
6ee8899b5,Olivier HARTMANN,Fri Aug 11 08:13:12 2017 +0200,Add cmath include to fix compilation error
9def3954a,Adrien Cassagne,Thu Aug 10 15:55:00 2017 +0200,New module binding.
c95f2958d,Adrien CASSAGNE,Tue Aug 8 18:58:13 2017 +0200,Same as prev. commit.
2ee052981,Adrien CASSAGNE,Tue Aug 8 18:48:41 2017 +0200,Fix compilation errors on MSVC.
8f678d572,Adrien Cassagne,Tue Aug 8 19:10:39 2017 +0200,Update the the last version of MIPP.
1331fb436,Adrien Cassagne,Tue Aug 8 19:08:43 2017 +0200,Improve the errors management when misaligned memory.
7f6761d68,Adrien Cassagne,Tue Aug 8 16:49:57 2017 +0200,Improve the management of the vectors.
c49f40312,Adrien CASSAGNE,Mon Aug 7 11:22:02 2017 +0200,Fix MSVC 1910 warnings.
c9dbfd21d,Adrien CASSAGNE,Mon Aug 7 09:42:20 2017 +0200,Fix compilation error on MSVC v1910.
0d91ac71d,Adrien CASSAGNE,Fri Aug 4 17:17:02 2017 +0200,Fix compilation errors on MSVC.
f81d26d29,Adrien Cassagne,Fri Aug 4 16:47:21 2017 +0200,Class renaming.
d6bd74953,Adrien Cassagne,Fri Aug 4 16:05:28 2017 +0200,Clean usage of namespaces.
f621c04f0,Adrien Cassagne,Fri Aug 4 14:45:08 2017 +0200,Rename REPETITION in REP.
1a3bb50fb,Adrien Cassagne,Fri Aug 4 14:40:00 2017 +0200,Add _decode_siho_coded method.
5cf15554f,Adrien Cassagne,Fri Aug 4 14:23:39 2017 +0200,Move the select_best_path method outside of the _decode method.
670c623ac,Adrien Cassagne,Fri Aug 4 13:28:17 2017 +0200,Adpapt the polar decoders to the coded monitoring.
6405c231e,Adrien Cassagne,Fri Aug 4 10:04:21 2017 +0200,Add a feature to the BFER simus: monitoring all the bits in the codeword.
4fdee89a9,Adrien Cassagne,Thu Aug 3 13:13:12 2017 +0200,Improve the generated polar decoders integration in AFF3CT.
50770852a,Adrien Cassagne,Thu Aug 3 12:05:44 2017 +0200,Fix link errors.
d3a2d6eca,Adrien Cassagne,Thu Aug 3 11:35:47 2017 +0200,Change the frozen bits type to boolean.
f5a99a5f0,Adrien Cassagne,Thu Aug 3 10:12:49 2017 +0200,Convert the Gallager A from Decoder_SISO_SIHO to Decoder_SIHO_HIHO + do not display the full git sha1 anymore.
a0a16a3aa,Adrien Cassagne,Wed Aug 2 17:11:16 2017 +0200,Same as prev. commit.
cb98c327c,Adrien Cassagne,Wed Aug 2 16:47:05 2017 +0200,Improving the versionning of AFF3CT.
d096b7e70,Adrien Cassagne,Wed Aug 2 15:31:04 2017 +0200,Fix wrong doc.
8c4caed6f,Adrien Cassagne,Wed Aug 2 15:18:34 2017 +0200,Update the AFF3CT header file.
5c1f5fb5b,Adrien Cassagne,Wed Aug 2 15:14:56 2017 +0200,Add a new type of decoder: the Decoder_HIHO (Hard Input Hard Output).
66f978bd5,Adrien Cassagne,Wed Aug 2 13:17:35 2017 +0200,Use Decoder_NO fast hard decision whenever possible.
888c74e26,Adrien Cassagne,Wed Aug 2 11:50:29 2017 +0200,Decoder abstract classes renaming.
750c0dc80,Adrien Cassagne,Tue Aug 1 17:10:36 2017 +0200,Update the AFF3CT includes.
b20a40082,Adrien Cassagne,Tue Aug 1 16:51:25 2017 +0200,Merge branch 'double_binary'
641eb4c52,Adrien Cassagne,Tue Aug 1 16:51:12 2017 +0200,Add a missing include.
f1bb2bfa5,Adrien Cassagne,Tue Aug 1 16:44:54 2017 +0200,Update refs.
e284facee,Adrien Cassagne,Tue Aug 1 14:39:09 2017 +0200,Fix MPI.
4c718bfbe,Adrien Cassagne,Tue Aug 1 14:39:09 2017 +0200,Fix MPI.
a871bdf03,Adrien Cassagne,Tue Aug 1 13:32:09 2017 +0200,Cosmetics.
8003b1e9d,Adrien Cassagne,Tue Aug 1 13:31:26 2017 +0200,Update refs.
03d22adec,Adrien Cassagne,Tue Aug 1 12:51:15 2017 +0200,Fix code and bit rates.
e6c238af6,Adrien Cassagne,Tue Aug 1 12:09:58 2017 +0200,Add the possibility to override the decoder implem even if a std is selected (double binary chains).
9539a6564,Adrien Cassagne,Tue Aug 1 12:08:38 2017 +0200,Fix the generic RSC DB decoder.
1593f9218,Adrien Cassagne,Tue Aug 1 11:50:10 2017 +0200,Fix the inter frame mode in the Turbo DB chain.
aea00f202,Adrien Cassagne,Tue Aug 1 11:36:49 2017 +0200,Improve the genericity of the Turbo DB: now it is possible to use all the available interleavers.
6388f082d,Adrien Cassagne,Tue Aug 1 10:24:58 2017 +0200,Integrates double binary turbo (DVB-RSC1 and DVB-RSC2 standards), from the Thibaud Tonnelliers's work.
51298e40f,Adrien Cassagne,Tue Aug 1 10:21:47 2017 +0200,Fix issue when debugging.
346d94c03,Adrien Cassagne,Tue Aug 1 10:19:25 2017 +0200,Move std iterleaver automatic selection after parsing the itl params.
bd79ccc6f,Adrien Cassagne,Mon Jul 31 15:25:46 2017 +0200,Integrates the double binary RSC codes in AFF3CT (from Thibaud Tonnellier).
01854661d,Adrien Cassagne,Mon Jul 31 14:50:09 2017 +0200,Cosmetics.
a4c3f9231,Adrien Cassagne,Mon Jul 31 13:50:25 2017 +0200,Add exceptions.
4061c3aa8,Adrien Cassagne,Mon Jul 31 10:05:53 2017 +0200,Update the README.
b3ddd99fb,Adrien Cassagne,Sun Jul 30 15:31:17 2017 +0200,Fix a potential bug in the Launcher factory.
b234d3846,Adrien CASSAGNE,Sat Jul 29 15:59:25 2017 +0200,Fix compilation errors on MSVC + update MIPP.
3f72ab2de,Adrien Cassagne,Sat Jul 29 10:07:48 2017 +0200,Fix scripts.
3151acc96,Adrien Cassagne,Fri Jul 28 23:05:33 2017 +0200,Does not display quantizer info. in floating point.
d93795c1e,Adrien Cassagne,Fri Jul 28 22:45:42 2017 +0200,Fix the LDPC DVB-S2 encoder.
3544e7565,Adrien Cassagne,Fri Jul 28 20:55:22 2017 +0200,Cosmetics.
6768345aa,Adrien Cassagne,Fri Jul 28 18:41:31 2017 +0200,Improve the error tracker feature.
4880c777a,Adrien Cassagne,Fri Jul 28 17:43:28 2017 +0200,Allow the channel USER to read float or double even if this is not the corresponding type.
0828ed698,Adrien Cassagne,Fri Jul 28 16:58:59 2017 +0200,Same as prev. commit.
b19de30f0,Adrien Cassagne,Fri Jul 28 16:47:12 2017 +0200,Do not force USER encoder when reversing err. tracker if the encoder is not COSET.
a0f53206f,Adrien Cassagne,Fri Jul 28 16:45:35 2017 +0200,Cosmetics.
41fa4cb48,Adrien Cassagne,Fri Jul 28 16:09:25 2017 +0200,Fix bad info bits pos in LDPC.
58ff30634,Adrien Cassagne,Fri Jul 28 11:50:09 2017 +0200,Up. the refs.
645cb648a,Adrien Cassagne,Fri Jul 28 10:01:51 2017 +0200,Rename Decoder_turbo_naive in Decoder_turbo_std.
ee2d63bd4,Adrien Cassagne,Fri Jul 28 09:38:13 2017 +0200,Up the ref. version.
b815462f3,Adrien Cassagne,Fri Jul 28 09:28:05 2017 +0200,Up. last MIPP version.
0f39b4081,Adrien Cassagne,Thu Jul 27 22:51:58 2017 +0200,Up to the last MIPP version.
f420b7791,Adrien Cassagne,Thu Jul 27 17:45:04 2017 +0200,Fix a compilation error.
2e5125f4f,Adrien Cassagne,Thu Jul 27 17:01:03 2017 +0200,Correctly determines the bit rate used for the sigma calculation.
a292ab783,Adrien Cassagne,Thu Jul 27 15:04:28 2017 +0200,Fix broken interleaver selection with the turbo when a standard was selected.
9c2a60295,Adrien Cassagne,Thu Jul 27 11:28:35 2017 +0200,Cosmetics.
a8be95606,Adrien Cassagne,Thu Jul 27 10:08:03 2017 +0200,Remove useless script.
aec194add,Adrien Cassagne,Wed Jul 26 16:53:50 2017 +0200,Update the AFF3CT header.
e4c26f497,Adrien Cassagne,Wed Jul 26 16:52:10 2017 +0200,Remove polar pattern for the source code generation.
663eb906f,Adrien Cassagne,Wed Jul 26 16:51:10 2017 +0200,Improve the genericity of the polar node parser function.
67797d26c,Adrien Cassagne,Wed Jul 26 14:12:06 2017 +0200,Fix compilation error.
d0254f255,Adrien Cassagne,Wed Jul 26 12:23:14 2017 +0200,Merge branch 'master' into refacto_launchers
339dc0216,Adrien Cassagne,Wed Jul 26 12:18:21 2017 +0200,Update the refs.
01ce30a15,Adrien Cassagne,Wed Jul 26 12:14:21 2017 +0200,Fix the cmake MKL module for MacOS.
f156056d1,Adrien Cassagne,Wed Jul 26 12:01:30 2017 +0200,Update the AFF3CT reader.
54ac68de9,Adrien Cassagne,Wed Jul 26 11:28:22 2017 +0200,Cosmetics.
1bd36e7de,Adrien Cassagne,Wed Jul 26 11:28:10 2017 +0200,Fix perf. issue in the AList reader.
e6aeff8b1,Adrien Cassagne,Wed Jul 26 10:54:54 2017 +0200,Display warnings just before the simulation.
adb922658,Adrien Cassagne,Wed Jul 26 10:31:46 2017 +0200,Same as prev. commit.
e9b72b279,Adrien Cassagne,Wed Jul 26 10:25:05 2017 +0200,Reduces the number of parameters displayed in the header.
f2c0af32f,Adrien Cassagne,Tue Jul 25 21:40:11 2017 +0200,Fix StarPU simulation.
b970bd6af,Adrien Cassagne,Tue Jul 25 21:20:29 2017 +0200,Fix SystemC simus.
f63db7f77,Adrien Cassagne,Tue Jul 25 17:38:37 2017 +0200,Fulfill a missing variable.
10c67aa65,Adrien Cassagne,Tue Jul 25 17:38:09 2017 +0200,Updte the aff3ct completion script.
f739ef9f5,Adrien Cassagne,Tue Jul 25 17:25:35 2017 +0200,Fix the error tracker.
74845be74,Adrien Cassagne,Tue Jul 25 14:36:33 2017 +0200,Fix Json.
dad36551c,Adrien Cassagne,Tue Jul 25 12:19:17 2017 +0200,Make a generic turbo factory.
c0295df4b,Romain Tajan,Tue Jul 25 10:02:40 2017 +0200,Merge branch 'master' of gitlab.inria.fr:fec/aff3ct
c5d42d5d1,Romain Tajan,Tue Jul 25 10:01:25 2017 +0200,Stable min star function (f_LLR) for SCAN.
a3c87ac40,Camille Leroux,Mon Jul 24 17:04:56 2017 +0200,Rm SHA1 file.
fd012befe,Camille Leroux,Mon Jul 24 17:03:45 2017 +0200,Remove SCAN SC.
07847659b,Camille Leroux,Mon Jul 24 14:37:45 2017 +0200,working on scan integration
dc0eaf3c9,Adrien Cassagne,Mon Jul 24 11:38:38 2017 +0200,Rename factory::header in factory::make_header.
897747d1e,Adrien Cassagne,Mon Jul 24 11:22:37 2017 +0200,Simuations renaming.
8319087cd,Adrien Cassagne,Mon Jul 24 11:00:41 2017 +0200,Launchers renaming.
69c6525df,Adrien Cassagne,Mon Jul 24 10:43:24 2017 +0200,Break the dependency with the Argument_reader in the factories.
b55fe1835,Adrien Cassagne,Sat Jul 22 11:54:43 2017 +0200,Update the scripts.
c65034378,Adrien Cassagne,Sat Jul 22 11:29:48 2017 +0200,Update the auto-completion script.
2eebc7065,Adrien Cassagne,Sat Jul 22 11:15:13 2017 +0200,Simplify the factories + add a name and a prefix for each factory.
221eb651f,Adrien Cassagne,Fri Jul 21 17:13:35 2017 +0200,Cosmetics.
d03ae7a4d,Adrien Cassagne,Fri Jul 21 17:06:56 2017 +0200,Improve the Simulation factories.
c6f2541b6,Adrien Cassagne,Fri Jul 21 10:16:57 2017 +0200,Use the Decoder_NO factory in the Codec.
9b2678b71,Adrien Cassagne,Fri Jul 21 09:54:41 2017 +0200,Improve the terminal integration.
07e7d471d,Adrien Cassagne,Thu Jul 20 18:02:59 2017 +0200,Improve the terminal BFER and EXIT factories.
2c36e57f9,Adrien Cassagne,Thu Jul 20 16:56:19 2017 +0200,Improve the coset factory.
7103319cb,Adrien Cassagne,Thu Jul 20 16:14:44 2017 +0200,Create a new tools folder in the Factories.
1f5cd3ee6,Adrien Cassagne,Thu Jul 20 16:04:13 2017 +0200,Move the factories to the top level.
244c8e746,Adrien Cassagne,Wed Jul 19 15:50:41 2017 +0200,Cosmetics.
d0a9d0815,Adrien Cassagne,Wed Jul 19 15:45:36 2017 +0200,Rm source code gen from AFF3CT.
2b430ad9a,Adrien Cassagne,Wed Jul 19 15:41:11 2017 +0200,Fix EXIT launcher params.
1086166ea,Adrien Cassagne,Wed Jul 19 15:11:58 2017 +0200,Fix launcher BFERI and coset approach.
6e94801c6,Adrien Cassagne,Wed Jul 19 14:15:27 2017 +0200,Test and fix the code parameters for BFER std launcher.
21c942756,Adrien Cassagne,Tue Jul 18 15:42:13 2017 +0200,Same as prev. commit.
bdfd89757,Adrien Cassagne,Tue Jul 18 15:40:35 2017 +0200,Rename Launcher_NO in Launcher_uncoded.
18dac5daa,Adrien Cassagne,Tue Jul 18 15:32:31 2017 +0200,Improve the simulation params.
00a52ec28,Adrien Cassagne,Tue Jul 18 09:38:48 2017 +0200,Working on parameters.
781209a84,Adrien Cassagne,Mon Jul 17 14:43:01 2017 +0200,Clean and cosmetics.
c19be7e6d,Adrien Cassagne,Mon Jul 17 12:18:30 2017 +0200,Working on parameters and launchers.
b8795cecc,Romain Tajan,Mon Jul 17 10:23:46 2017 +0200,Merge branch 'master' of gitlab.inria.fr:fec/aff3ct
1b6df98d8,Adrien Cassagne,Sat Jul 15 09:32:34 2017 +0200,Give more independency to the facotories.
aa229194b,Adrien Cassagne,Thu Jul 13 18:31:28 2017 +0200,Same as prev. commit.
a3527a3df,Adrien Cassagne,Thu Jul 13 17:19:36 2017 +0200,Working on removing the useless parameters in the factories.
5f330cc13,Adrien Cassagne,Thu Jul 13 12:09:20 2017 +0200,Improve the Factory_source arguments management.
2164254bf,Adrien Cassagne,Thu Jul 13 10:42:02 2017 +0200,Renaming.
6f267e192,Adrien Cassagne,Thu Jul 13 10:02:48 2017 +0200,Folder renaming.
2f0b32720,Adrien Cassagne,Thu Jul 13 09:57:22 2017 +0200,Remove params.h and put Header.hpp in Factory.hpp.
7876a6344,Adrien Cassagne,Wed Jul 12 18:54:30 2017 +0200,Renaming.
6e1de4c93,Adrien Cassagne,Wed Jul 12 18:49:26 2017 +0200,Renaming.
944802665,Adrien Cassagne,Wed Jul 12 18:10:16 2017 +0200,Renaming.
561238c29,Adrien Cassagne,Wed Jul 12 17:55:30 2017 +0200,Remove useless templatization in the Factory parameters.
993b85ccf,Romain Tajan,Wed Jul 12 17:46:38 2017 +0200,Modification of the SCAN store function.
0afb80246,Adrien Cassagne,Tue Jul 11 17:43:54 2017 +0200,Cosmetics.
6f9516772,Adrien Cassagne,Tue Jul 11 14:27:21 2017 +0200,Fix some memory leaks.
fc05da768,Adrien Cassagne,Mon Jul 10 16:19:07 2017 +0200,Manual merge from master.
488303648,Adrien Cassagne,Mon Jul 10 15:38:28 2017 +0200,Last MIPP version.
e774e4d5c,Adrien Cassagne,Sun Jul 9 16:03:39 2017 +0200,Adapt AFF3CT to the last version of MIPP.
84b05cf9a,Adrien Cassagne,Fri Jul 7 18:07:22 2017 +0200,Merge branch 'master' of gitlab.inria.fr:fec/aff3ct
09387bd8d,Adrien Cassagne,Fri Jul 7 18:07:05 2017 +0200,Enable backtrace for clang.
6eb264f29,Olivier HARTMANN,Tue Jul 4 14:20:08 2017 +0200,Correct n_thread parameter bug
3e321db35,Olivier HARTMANN,Tue Jul 4 14:12:34 2017 +0200,Modify Simulations to fit the new parameters system
88b7d68bb,Olivier HARTMANN,Mon Jul 3 16:33:20 2017 +0200,Complete all last factories and codecs
caeb8a681,Olivier HARTMANN,Fri Jun 30 17:41:31 2017 +0200,Remove m parameter as input of Galois module; Add K, N and n_frames in encoder and decoder common; Rewrite Codec, Codec_LDPC, Codec_BCH; First pass on Codec_polar
2717794df,Olivier HARTMANN,Fri Jun 30 15:02:11 2017 +0200,Refacto the GEN Launcher and add the polar decoder generator factory
d291d5c11,Olivier HARTMANN,Fri Jun 30 12:40:00 2017 +0200,Refacto the EXIT Launcher and factory, add the CRC in the BFER std chain (and not just for polar and RSC)
f9e24a113,Olivier HARTMANN,Fri Jun 30 11:29:39 2017 +0200,Refacto the BFER iterative chain launcher and factories
4a4be7818,Olivier HARTMANN,Fri Jun 30 09:56:14 2017 +0200,Add Turbo and uncoded codes. Add Factory poncturer and uncoded(NO)
e4d508c30,Olivier HARTMANN,Thu Jun 29 15:44:28 2017 +0200,Add Repetition and RSC launchers
77b1e459b,Olivier HARTMANN,Thu Jun 29 14:29:18 2017 +0200,Complete Factory interleaver; Add Launcher_RA code.
